pano,ons_const_id,constituency_name,Con_Margin,intermediate_step,Incumbency_Status,country,region,constituency_type,winner_15,con_15,lab_15,ld_15,snp_15,pc_15,ukip_15,green_15,other_15,majority_15,turnout_15,con_vote_15,lab_vote_15,ld_vote_15,snp_vote_15,pc_vote_15,ukip_vote_15,green_vote_15,bnp_vote_15,total_vote_15,rejected_vote_15,electorate_15,seat_change_1015,con_1015,lab_1015,ld_1015,snp_1015,pc_1015,ukip_1015,green_1015,winner_10,con_10,lab_10,ld_10,snp_10,pc_10,ukip_10,green_10,bnp_10,majority_10,turn_10,con_vote_10,lab_vote_10,ld_vote_10,snp_vote_10,pc_vote_10,ukip_vote_10,green_vote_10,bnp_vote_10,total_vote_10,electorate_10,con_ppc_,con_ppc_sex,con_ppc_race,lab_ppc_,lab_ppc_sex,lab_ppc_race,ld_ppc_,ld_ppc_sex,ld_ppc_race,ukip_ppc_,ukip_ppc_sex,ukip_ppc_race,snp_ppc_,snp_ppc_sex,snp_ppc_race,pc_ppc_,pc_ppc_sex,pc_ppc_race,green_ppc_,green_ppc_sex,green_ppc_race,con_long_spend_percent,con_short_spend_percent,lab_long_spend_percent,lab_short_spend_percent,ldlong_spend_percent,ldshort_spend_percent,snplong_spend_percent,snpshort_spend_percent,pclong_spend_percent,pcshort_spend_percent,ukiplong_spend_percent,ukipshort_spend_percent,green_long_spend_percent,green_short_spend_percent
350,E14000776,Lancaster and Fleetwood,0.78,1,1,England,North West,County,Labour,39.24002108,42.27083234,3.330298529,NA,NA,9.727346782,5.014614979,0.416886291,3.030811251,67.40415361,16378,17643,1390,NA,NA,4060,2093,NA,41738,172,61922,Labour gain from Conservative,3.170021084,6.980832335,-15.79970147,NA,NA,7.337346782,0.594614979,Conservative,36.07,35.29,19.13,NA,NA,2.39,4.42,2.2,0.8,61.1,15404,15071,8167,NA,NA,1020,1888,938,42701,67379,"Ollerenshaw, Eric",Man,White,"Smith, Catherine Jane",Woman,White,"Long, Robin",Man,White,"Atkins, Matthew Jeremy",Man,White,NA,NA,NA,NA,NA,NA,"Coates, Chris",Man,White,62.61,70.71,63.65,85.35,3.8,7.25,NA,NA,NA,NA,1.45,0.49,2.54,3.55
351,E14000777,Leeds Central,-29.13,1,-1,England,Yorkshire and The Humber,Borough,Labour,17.29488546,54.95915468,3.394157343,NA,NA,15.7210087,7.898241875,0.732551945,37.66426922,55.07157789,7791,24758,1529,NA,NA,7082,3558,NA,45048,213,81799,NA,-2.875114544,5.659154679,-17.43584266,NA,NA,15.7210087,7.898241875,Labour,20.17,49.3,20.83,NA,NA,0,0,8.2,28.5,57.8,7541,18434,7789,NA,NA,NA,NA,3066,37394,81266,"Wilson, Nicola",Woman,White,"Benn, Hilary James",Man,White,"Spriggs, Emma Janet",Woman,White,"Senior, Luke",Man,White,NA,NA,NA,NA,NA,NA,"Hayton, Michael",Man,White,0,10.6,1.03,49.35,0.45,1.05,NA,NA,NA,NA,2.16,1.17,0,25.53
352,E14000778,Leeds East,-27.23,0,0,England,Yorkshire and The Humber,Borough,Labour,20.9367473,53.74908367,3.393025448,NA,NA,18.99675359,2.924389988,NA,32.81233637,58.98631745,7997,20530,1296,NA,NA,7256,1117,NA,38196,186,64754,NA,-2.233252697,3.349083674,-14.10697455,NA,NA,18.99675359,2.924389988,Labour,23.17,50.4,17.5,NA,NA,0,0,7.79,27.2,58.1,8763,19056,6618,NA,NA,NA,NA,2947,37813,64698,"Stephenson, Ryan",Man,White,"Burgon, Richard",Man,White,"Sanderson, Edward",Man,White,"Maniatt, Mark Stephen",Man,White,NA,NA,NA,NA,NA,NA,"Bisson, Kate",Woman,White,0,2.38,17.78,71.63,0,6.33,NA,NA,NA,NA,1.93,0,0,1.27
353,E14000779,Leeds North East,-9.56,1,-1,England,Yorkshire and The Humber,Borough,Labour,32.89846969,47.91161914,5.319831853,NA,NA,7.674307842,5.261850034,0.933921435,15.01314945,69.88870718,15887,23137,2569,NA,NA,3706,2541,NA,48291,239,69097,NA,-0.221530306,5.231619142,-14.27016815,NA,NA,5.904307842,5.261850034,Labour,33.12,42.68,19.59,NA,NA,1.77,0,1.59,9.6,70,15742,20287,9310,NA,NA,842,NA,758,47535,67899,"Wilson, Simon",Man,White,"Hamilton, Fabian",Man,White,"Choudhry, Aqila",Woman,BME,"Hendon, Warren",Man,White,NA,NA,NA,NA,NA,NA,"Carter, Emma",Woman,White,16.53,31.84,7.67,52.22,0.14,6.77,NA,NA,NA,NA,1.16,14.39,0,4.86
354,E14000780,Leeds North West,-20.94,1,-1,England,Yorkshire and The Humber,Borough,Liberal Democrat,18.64289503,30.07818807,36.78298775,NA,NA,6.912378624,7.016168093,0.56738243,6.704799686,69.95998322,8083,13041,15948,NA,NA,2997,3042,NA,43357,159,61974,NA,-7.917104966,9.078188067,-10.71701225,NA,NA,5.532378624,5.846168093,Liberal Democrat,26.56,21,47.5,NA,NA,1.38,1.17,1.76,20.9,66.5,11550,9132,20653,NA,NA,600,508,766,43483,65399,"Story, Alex",Man,White,"Sobel, Alex",Man,White,"Mulholland, Greg",Man,White,"Metcalfe, Julian",Man,White,NA,NA,NA,NA,NA,NA,"Goodall, Tim",Man,White,0,21.09,31.84,85.3,29.67,95.19,NA,NA,NA,NA,0,0,14.93,0
355,E14000781,Leeds West,-22.57,1,-1,England,Yorkshire and The Humber,Borough,Labour,20.11555579,48.0337298,3.89089868,NA,NA,18.4889259,8.372589335,1.098300497,27.91817401,59.1578137,7729,18456,1495,NA,NA,7104,3217,NA,38423,153,64950,NA,0.395555787,5.743729797,-20.29910132,NA,NA,15.5489259,3.642589335,Labour,19.72,42.29,24.19,NA,NA,2.94,4.73,6.13,18.1,57.5,7641,16389,9373,NA,NA,1140,1832,2377,38752,67453,"Pierre-Traves, Alex",Man,White,"Reeves, Rachel Jane",Woman,White,"Coyle, Laura",Woman,White,"Murgatroyd, Anne",Woman,White,NA,NA,NA,NA,NA,NA,"Pointon, Andrew Mark",Man,White,0.23,0,6.03,82.6,0,0,NA,NA,NA,NA,1.66,0.87,0.3,11.14
356,E14000782,Leicester East,-29.34,1,-1,England,East Midlands,Borough,Labour,22.95498044,61.13422651,2.565116086,NA,NA,8.924856453,3.054006824,1.366813681,38.17924607,63.72530823,11034,29386,1233,NA,NA,4290,1468,NA,48068,533,75430,NA,-1.465019556,7.374226512,-11.63488391,NA,NA,7.414856453,1.524006824,Labour,24.42,53.76,14.2,NA,NA,1.51,1.53,3.54,29.3,65.8,11722,25804,6817,NA,NA,725,733,1700,47995,72986,"Devani, Kishan",Man,BME,"Vaz, Keith Anthony",Man,BME,"Raval, Dave",Man,BME,"Steptoe, Susana Rachel",Woman,White,NA,NA,NA,NA,NA,NA,"Jethwa, Nimit",Man,BME,0,73.02,6.69,67.88,0.45,9.51,NA,NA,NA,NA,0,0,0,0
357,E14000783,Leicester South,-24.22,1,-1,England,East Midlands,Borough,Labour,20.95685865,59.79931218,4.629750555,NA,NA,8.340951635,5.51347351,0.759653476,38.84245353,62.49081858,9628,27473,2127,NA,NA,3832,2533,NA,45942,398,73518,NA,-0.403141352,14.21931218,-22.26024944,NA,NA,6.810951635,3.88347351,Labour,21.36,45.58,26.89,NA,NA,1.53,1.63,3.01,18.7,61.1,10066,21479,12671,NA,NA,720,770,1418,47124,77175,"Hadjinikolaou, Leon",Man,White,"Ashworth, Jonathan Michael",Man,White,"Prabhakar, Anita",Woman,BME,"Stone, Peter Bryan",Man,White,NA,NA,NA,NA,NA,NA,"Garcia, Gabby",Woman,White,0,43.68,10.2,69.83,0.45,10.2,NA,NA,NA,NA,0,0,0,0.05
358,E14000784,Leicester West,-11.21,1,-1,England,East Midlands,Borough,Labour,25.63003302,46.4949887,4.365332252,NA,NA,17.23538613,5.440009269,0.834250623,20.86495568,54.61996076,8848,16051,1507,NA,NA,5950,1878,NA,34522,236,63204,NA,-1.529966978,8.124988703,-18.26466775,NA,NA,14.76538613,3.660009269,Labour,27.16,38.37,22.63,NA,NA,2.47,1.78,6.02,11.2,55.2,9728,13745,8107,NA,NA,883,639,2158,35819,64900,"Bessant, Paul",Man,White,"Kendall, Elizabeth",Woman,White,"Bradwell, Ian Carmichael",Man,White,"Young, Stuart Ian Eric",Man,White,NA,NA,NA,NA,NA,NA,"Hague, Peter Richard",Man,White,0,44.49,4.04,39.57,0.46,9.59,NA,NA,NA,NA,0,0,0,0
359,E14000858,North West Leicestershire,14.45,1,1,England,East Midlands,County,Conservative,49.47815628,27.41522464,3.94389695,NA,NA,16.88523318,2.277488942,NA,22.06293164,71.40304462,25505,14132,2033,NA,NA,8704,1174,NA,51548,170,72193,NA,4.928156282,-2.684775355,-12.68610305,NA,NA,14.70523318,2.277488942,Conservative,44.55,30.1,16.63,NA,NA,2.18,0,6.54,14.5,73,23147,15636,8639,NA,NA,1134,NA,3396,51952,71217,"Bridgen, Andrew James",Man,White,"McMahon, Jamie Steven",Man,White,"Argent, Mark Timothy",Man,White,"McWilliam, Andy",Man,White,NA,NA,NA,NA,NA,NA,"Gravestock, Benjamin Nicholas",Man,White,18.7,81.23,12.89,63.29,3.89,0,NA,NA,NA,NA,3.24,16.06,0,0
360,E14000940,South Leicestershire,28.44,0,0,England,East Midlands,County,Conservative,53.22108074,22.02277195,7.393465119,NA,NA,17.36268219,NA,NA,31.19830879,70.16954887,28700,11876,3987,NA,NA,9363,NA,NA,53926,300,76851,NA,3.75108074,1.152771947,-13.63653488,NA,NA,13.72268219,NA,Conservative,49.47,20.87,21.03,NA,NA,3.64,0,4.99,28.4,71.2,27000,11392,11476,NA,NA,1988,NA,2721,54577,76633,"Costa, Alberto",Man,White,"Hack, Amanda Jayne",Woman,White,"Welsh, Geoffrey Lee",Man,White,"Mahoney, Barry",Man,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.11,27.39,0.27,11.85,0,0,NA,NA,NA,NA,5.42,12.47,0,0
361,E14000785,Leigh,-27.1,1,-1,England,North West,County,Labour,22.64033863,53.87939632,2.548589411,NA,NA,19.73051437,NA,1.20116127,31.23905769,59.44667677,10216,24312,1150,NA,NA,8903,NA,NA,45123,189,75905,NA,1.70033863,5.839396317,-15.61141059,NA,NA,16.27051437,NA,Labour,20.94,48.04,18.16,NA,NA,3.46,0,6.14,27.1,58.1,9284,21295,8049,NA,NA,1535,NA,2724,44332,75902,"Townson, Louisa Danielle",Woman,White,"Burnham, Andy",Man,White,"Winlow, Bill",Man,White,"Legget, Les",Man,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,7.72,0,27.63,0,0,NA,NA,NA,NA,0,9.87,0,0
362,E14000786,Lewes,-15.26,1,-1,England,South East,County,Conservative,38.0015829,9.893153937,35.85872576,NA,NA,10.73802928,5.508508112,NA,2.142857143,72.73931003,19206,5000,18123,NA,NA,5427,2784,NA,50540,191,69481,Conservative gain from Liberal Democrat,1.261582905,4.883153937,-16.14127424,NA,NA,7.288029284,4.048508112,Liberal Democrat,36.74,5.01,52,NA,NA,3.45,1.46,1.19,15.3,72.9,18401,2508,26048,NA,NA,1728,729,594,50088,68708,"Caulfield, Maria",Woman,White,"Russell-Moyle, Lloyd",Man,White,"Baker, Norman John",Man,White,"Finch, Ray",Man,White,NA,NA,NA,NA,NA,NA,"Stirling, Alfie",Man,White,93.87,76.81,9.48,25.31,48.31,74.72,NA,NA,NA,NA,6.19,13.33,1.35,0.14
363,E14000789,"Lewisham, Deptford",-40.22,0,0,England,London,Borough,Labour,14.87791507,60.24543499,5.26504449,NA,NA,4.244507232,12.50790706,2.859191161,45.36751993,64.58844038,7056,28572,2497,NA,NA,2013,5932,NA,47426,222,73428,NA,1.407915068,6.555434993,-18.10495551,NA,NA,4.244507232,5.787907055,Labour,13.47,53.69,23.37,NA,NA,0,6.72,NA,30.3,61.5,5551,22132,9633,NA,NA,NA,2772,NA,41220,67058,"Afolami, Bim",Man,BME,"Foxcroft, Vicky",Woman,White,"Bukola, Michael",Man,BME,"Dimambro, Massimo",Man,White,NA,NA,NA,NA,NA,NA,"Coughlin, John",Man,White,0,43.65,35.53,78.86,3.46,12.01,NA,NA,NA,NA,0,4.83,0.29,15.97
364,E14000787,Lewisham East,-19.45,1,-1,England,London,Borough,Labour,22.30505789,55.69741164,5.7195443,NA,NA,9.053421243,5.658970715,1.565594204,33.39235375,64.14747508,9574,23907,2455,NA,NA,3886,2429,NA,42923,133,66913,NA,-1.304942106,12.63741164,-22.4404557,NA,NA,7.203421243,4.158970715,Labour,23.61,43.06,28.16,NA,NA,1.85,1.5,NA,14.9,63.3,9850,17966,11750,NA,NA,771,624,NA,41719,65926,"Fortune, Peter Timothy",Man,White,"Alexander, Heidi",Woman,White,"Fletcher, Julia",Woman,White,"Waters, Anna Maria",Woman,White,NA,NA,NA,NA,NA,NA,"Poorun, Storm",Man,White,9.27,50,31.37,65.56,11.09,34.01,NA,NA,NA,NA,0,4.56,1.35,24.11
365,E14000788,Lewisham West and Penge,-15.57,1,-1,England,London,Borough,Labour,24.17246753,50.59116883,7.707012987,NA,NA,7.821298701,8.471688312,1.236363636,26.4187013,66.57213999,11633,24347,3709,NA,NA,3764,4077,NA,48125,159,72290,NA,-1.347532468,9.501168831,-20.43298701,NA,NA,5.341298701,6.401688312,Labour,25.52,41.09,28.14,NA,NA,2.48,2.07,NA,12.9,65.2,11489,18501,12673,NA,NA,1117,931,NA,45028,71331,"Jackson, Russell Anthony",Man,White,"Dowd, Jim",Man,White,"Feakes, Alex",Man,White,"Harding, Gary John",Man,White,NA,NA,NA,NA,NA,NA,"Chance, Tom Hugh Jeremy",Man,White,7.11,47.88,14.93,64.85,0.87,14.81,NA,NA,NA,NA,0,24.09,0.25,3.81
366,E14000790,Leyton and Wanstead,-21.37,1,-1,England,London,Borough,Labour,21.96152618,58.60993047,5.660516424,NA,NA,5.751418814,7.306586738,0.710021374,36.64840429,63.02725302,8939,23856,2304,NA,NA,2341,2974,NA,40703,171,64580,NA,-0.268473823,15.00993047,-21.96948358,NA,NA,3.061418814,5.906586738,Labour,22.23,43.6,27.63,NA,NA,2.69,1.4,1.4,16,63.2,8928,17511,11095,NA,NA,1080,562,561,40159,63541,"Scott, Matthew Richard",Man,White,"Cryer, John Robert",Man,White,"Quilliam, Carl Oliver John",Man,White,"Beattie, Rosamund Catherine",Woman,White,NA,NA,NA,NA,NA,NA,"Gunstock, Ashley",Man,White,3.2,17.06,11.28,88.73,3.73,1.9,NA,NA,NA,NA,0.18,35.29,0,6.78
367,E14000791,Lichfield,34.3,1,1,England,West Midlands,County,Conservative,55.15961684,19.81852449,5.246080012,NA,NA,15.70326617,3.839353372,0.233159112,35.34109235,69.33076488,28389,10200,2700,NA,NA,8082,1976,NA,51467,147,74234,NA,0.759616842,-0.021475509,-14.85391999,NA,NA,10.04326617,3.839353372,Conservative,54.4,19.84,20.1,NA,NA,5.66,0,NA,34.3,71,28048,10230,10365,NA,NA,2920,NA,NA,51563,72586,"Fabricant, Michael Lewis David",Man,White,"Worsey, Chris",Man,White,"Ray, Paul",Man,White,"Rackham, John",Man,White,NA,NA,NA,NA,NA,NA,"Pass, Robert Edward Leslie",Man,White,0,90.66,0.67,11.25,0,7.22,NA,NA,NA,NA,0.23,6.96,1.78,0
368,E14000792,Lincoln,2.32,1,1,England,East Midlands,Borough,Conservative,42.63638692,39.55647571,4.251686161,NA,NA,12.21079143,NA,1.34465978,3.07991121,63.21015637,19976,18533,1992,NA,NA,5721,NA,NA,46852,224,74121,NA,5.096386921,4.336475711,-15.98831384,NA,NA,10.01079143,NA,Conservative,37.54,35.22,20.24,NA,NA,2.2,0,2.99,2.3,62.2,17163,16105,9256,NA,NA,1004,NA,1367,45721,65170,"McCartney, Karl Ian",Man,White,"Rigby, Lucy",Woman,White,"Pepper, Ross David",Man,White,"Smith, Nick",Man,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7,96.05,69.26,71.28,0,8.65,NA,NA,NA,NA,2.65,0.63,0,0
370,E14000793,"Liverpool, Riverside",-48.33,1,-1,England,North West,Borough,Labour,9.59040282,67.40392653,3.883604817,NA,NA,5.67065043,12.13654745,1.314867948,55.26737908,62.49276426,4245,29835,1719,NA,NA,2510,5372,NA,44263,249,70829,NA,-1.34959718,8.13392653,-18.85639518,NA,NA,3.93065043,8.646547455,Labour,10.94,59.27,22.74,NA,NA,1.74,3.49,1.82,36.5,52,4243,22998,8825,NA,NA,674,1355,706,38801,74539,"Ng, Jackson",Man,BME,"Ellman, Louise Joyce",Woman,White,"Childs, Paul Phillip",Man,White,"Chiffers, Joe",Man,White,NA,NA,NA,NA,NA,NA,"Dobson, Martin Sidney",Man,White,1.45,22.38,3.5,42.22,0.66,8.17,NA,NA,NA,NA,0,0,26.67,77.31
371,E14000794,"Liverpool, Walton",-65.43,1,-1,England,North West,Borough,Labour,4.692341744,81.30094003,2.340962946,NA,NA,8.970653334,2.48938885,0.205713095,72.3302867,62.03237061,1802,31222,899,NA,NA,3445,956,NA,38403,146,61908,NA,-1.837658256,9.340940031,-11.89903705,NA,NA,6.350653334,2.48938885,Labour,6.53,71.96,14.24,NA,NA,2.62,0,3.22,57.7,54.8,2241,24709,4891,NA,NA,898,NA,1104,34335,62612,"Bhatti, Norsheen",Woman,BME,"Rotheram, Steven Philip",Man,White,"Moloney, Pat",Man,White,"Flatman, Steven Christopher",Man,White,NA,NA,NA,NA,NA,NA,"Clatworthy, Jonathan Richard",Man,White,0.9,17.17,0,66.26,0,7.16,NA,NA,NA,NA,0.87,0,0,0.03
372,E14000795,"Liverpool, Wavertree",-45.64,1,-1,England,North West,Borough,Labour,10.00146434,69.31468736,5.98916386,NA,NA,8.236930737,5.22282423,1.234929467,59.31322302,66.57134966,4098,28401,2454,NA,NA,3375,2140,NA,40974,162,61549,NA,2.541464343,16.21468736,-28.21083614,NA,NA,5.886930737,3.64282423,Labour,7.46,53.1,34.2,NA,NA,2.35,1.58,0.4,18.9,60.6,2830,20132,12965,NA,NA,890,598,150,37914,62518,"Pearson, James Joseph",Man,White,"Berger, Luciana Clare",Woman,White,"Evans, Leo Francis",Man,White,"Heatherington, Adam Giles",Man,White,NA,NA,NA,NA,NA,NA,"Cranie, Peter Andrew",Man,White,1.08,20.56,24.58,71.81,1.18,12,NA,NA,NA,NA,0.87,0,1.45,4.03
373,E14000796,"Liverpool, West Derby",-54.89,1,-1,England,North West,Borough,Labour,6.604762253,75.16755624,2.337257196,NA,NA,8.46920621,2.427432917,4.993785187,66.69835003,64.46245935,2710,30842,959,NA,NA,3475,996,NA,41031,132,63651,NA,-2.645237747,11.02755624,-10.2027428,NA,NA,5.41920621,2.427432917,Labour,9.25,64.14,12.54,NA,NA,3.05,0,NA,51.6,56.7,3311,22953,4486,NA,NA,1093,NA,NA,35784,63082,"McRandal, Ed",Man,White,"Twigg, Stephen",Man,White,"Twigger, Paul Phillip",Man,White,"Miney, Neil Lawrence",Man,White,NA,NA,NA,NA,NA,NA,"Lawson, Rebecca",Woman,White,1.61,14.71,6.57,26.01,0,0,NA,NA,NA,NA,0,0.11,0,0
377,E14000797,Loughborough,7.08,1,1,England,East Midlands,County,Conservative,49.52326028,31.87043445,4.094579008,NA,NA,10.96501346,3.546712803,NA,17.65282584,69.15989736,25762,16579,2130,NA,NA,5704,1845,NA,52020,210,75217,NA,7.943260285,-2.629565552,-14.21542099,NA,NA,9.215013456,3.546712803,Conservative,41.58,34.5,18.31,NA,NA,1.75,0,3.86,7.1,68.2,21971,18227,9675,NA,NA,925,NA,2040,52838,70983,"Morgan, Nicky",Woman,White,"O'Callaghan, Matthew",Man,White,"Coltman, Steve",Man,White,"Piper, Bill",Man,White,NA,NA,NA,NA,NA,NA,"Sisson, Matt",Man,White,65.21,86.21,19.2,62.53,0,16.17,NA,NA,NA,NA,5.17,32.44,0,4.68
378,E14000798,Louth and Horncastle,27.47,0,0,England,East Midlands,County,Conservative,51.16616338,18.03281945,4.479895105,NA,NA,21.41211062,3.077320407,1.831691036,29.75405277,67.23120075,25755,9077,2255,NA,NA,10778,1549,NA,50336,236,74870,NA,1.526163382,0.682819453,-17.6901049,NA,NA,17.09211062,3.077320407,Conservative,49.64,17.35,22.17,NA,NA,4.32,0,4.35,27.5,65,25065,8760,11194,NA,NA,2183,NA,2199,50494,77574,"Atkins, Victoria Mary",Woman,White,"Brown, Matthew Jason",Man,White,"Gabriel, Lisa Marie",Woman,White,"Mair, Colin",Man,White,NA,NA,NA,NA,NA,NA,"Rayner, Romy Rebecca",Woman,BME,8.14,76.81,0,7.36,0.04,6.3,NA,NA,NA,NA,4.04,14.42,0,1.68
379,E14000799,Ludlow,20.01,1,1,England,West Midlands,County,Conservative,54.28916214,12.27971621,13.45941785,NA,NA,14.90543661,5.066267191,NA,39.38372553,72.41239039,26093,5902,6469,NA,NA,7164,2435,NA,48063,120,66374,NA,1.509162141,5.569716206,-19.31058215,NA,NA,10.54543661,4.146267191,Conservative,52.78,6.71,32.77,NA,NA,4.36,0.92,2.08,20,73.1,25720,3272,15971,NA,NA,2127,447,1016,48732,66634,"Dunne, Philip Martin",Man,White,"Slater, Simon Clive",Man,White,"Barnes, Charlotte Ann",Woman,White,"Kelly, David Joseph",Man,White,NA,NA,NA,NA,NA,NA,"Phillips, Janet Helen",Woman,White,58.02,74.6,0.54,20.27,28.96,70.47,NA,NA,NA,NA,0.59,35.93,3.91,8.07
380,E14000800,Luton North,-17.48,1,-1,England,East of England,Borough,Labour,29.92412675,52.24918372,3.051373,NA,NA,12.49207207,2.283244462,NA,22.32505696,63.22832658,12739,22243,1299,NA,NA,5318,972,NA,42571,291,67329,NA,-1.855873247,2.989183717,-8.068627,NA,NA,8.852072068,1.143244462,Labour,31.78,49.26,11.12,NA,NA,3.64,1.14,3.06,17.5,66.1,13672,21192,4784,NA,NA,1564,490,1316,43018,65645,"Russell, Dean",Man,White,"Hopkins, Kelvin Peter",Man,White,"Ulzaman, Aroosa",Woman,BME,"White, Allan",Man,White,NA,NA,NA,NA,NA,NA,"Ahmed, Sofiya",Woman,BME,1.5,50.02,18.79,51.29,0,1.68,NA,NA,NA,NA,2.89,62.11,0,4.7
381,E14000801,Luton South,-5.52,1,-1,England,East of England,Borough,Labour,30.67320447,44.20125071,7.539795338,NA,NA,12.14942202,2.930168656,2.506158802,13.52804624,62.31971775,12949,18660,3183,NA,NA,5129,1237,NA,42216,431,67741,NA,1.313204472,9.321250711,-15.12020466,NA,NA,9.83942202,2.060168656,Labour,29.36,34.88,22.66,NA,NA,2.31,0.87,3.08,5.5,70.4,12396,14725,9567,NA,NA,975,366,1299,42216,65219,"Redmond, Katie",Woman,White,"Shuker, Gavin",Man,White,"Ahmed, Ashuk",Man,BME,"Rehman, Mohammed Yasmin",Man,BME,NA,NA,NA,NA,NA,NA,"Hall, Simon David",Man,White,3.54,54.26,18.78,49.37,6.32,38.09,NA,NA,NA,NA,0,21.3,0,4.7
382,E14000802,Macclesfield,23.89,1,1,England,North West,County,Conservative,52.54848986,22.68639865,7.746280092,NA,NA,12.17186177,4.846969636,NA,29.86209121,69.16276216,26063,11252,3842,NA,NA,6037,2404,NA,49598,248,71712,NA,5.598489858,2.386398645,-15.31371991,NA,NA,9.341861769,3.166969636,Conservative,46.95,20.3,23.06,NA,NA,2.83,1.68,NA,23.9,68.2,23503,10164,11544,NA,NA,1418,840,NA,50059,73417,"Rutley, David Henry",Man,White,"Roca, Tim",Man,White,"Christian, Neil Connan",Man,White,"Howard, Adrian Charles",Man,White,NA,NA,NA,NA,NA,NA,"Plimmer, Joan",Woman,White,14.99,75.35,0.74,18.15,0.2,13.52,NA,NA,NA,NA,0.78,3.81,1.7,0.38
383,E14000803,Maidenhead,31.21,1,1,England,South East,County,Conservative,65.83047071,11.87262093,9.909943366,NA,NA,8.428186798,3.555844397,0.402933804,53.95784978,72.59358109,35453,6394,5337,NA,NA,4539,1915,NA,53855,183,74187,NA,6.380470708,4.812620927,-18.33005663,NA,NA,6.118186798,2.655844397,Conservative,59.45,7.06,28.24,NA,NA,2.31,0.9,1.54,31.2,73.8,31937,3795,15168,NA,NA,1243,482,825,53720,72844,"May, Theresa Mary",Woman,White,"Smith, Charles Richard",Man,White,"Hill, Anthony (Tony)",Man,White,"Crossman, Herbert",Man,White,NA,NA,NA,NA,NA,NA,"Blyth, Emily Fiona",Woman,White,12.54,61.75,3.33,22.75,4.27,30.1,NA,NA,NA,NA,2.95,2.38,0,3.9
384,E14000804,Maidstone and The Weald,12.03,1,1,England,South East,County,Conservative,45.48090382,10.53389322,24.06718656,NA,NA,15.85682863,2.791441712,1.269746051,21.41371726,68.33740998,22745,5268,12036,NA,NA,7930,1396,NA,50010,111,73181,NA,-2.529096181,0.783893221,-11.91281344,NA,NA,12.50682863,1.451441712,Conservative,48.01,9.75,35.98,NA,NA,3.35,1.34,NA,12,68.9,23491,4769,17602,NA,NA,1637,655,NA,48928,71041,"Grant, Helen",Woman,BME,"Simpson, Allen Mark",Man,White,"Gerard, Jasper",Man,White,"Powell, Eddie",Man,White,NA,NA,NA,NA,NA,NA,"Patton, Hannah Margaret",Woman,White,69.34,89.12,0.71,27.9,58.56,82.8,NA,NA,NA,NA,5.26,51.53,1.6,0
385,E14000805,Makerfield,-28.53,1,-1,England,North West,County,Labour,19.54094847,51.8174511,3.659462356,NA,NA,22.4457444,2.536393677,NA,29.37170671,60.26372443,8752,23208,1639,NA,NA,10053,1136,NA,44788,131,74320,NA,0.780948468,4.527451103,-12.52053764,NA,NA,22.4457444,2.536393677,Labour,18.76,47.29,16.18,NA,NA,0,0,7.38,28.5,59.4,8210,20700,7082,NA,NA,NA,NA,3229,43771,73641,"Zaidi, Syaed Zehra",Woman,BME,"Fovargue, Yvonne Helen",Woman,White,"Skipworth, John Charles",Man,White,"Collinson, Andrew Francis",Man,White,NA,NA,NA,NA,NA,NA,"Mitchell, Phillip Anthony",Man,White,0,6.36,3.16,35.41,0,4.32,NA,NA,NA,NA,2.04,4.95,0,0
386,E14000806,Maldon,40.52,1,1,England,East of England,County,Conservative,60.59319388,11.84306379,4.489541055,NA,NA,14.65709231,3.130398585,5.286710376,45.93610157,69.5638954,29112,5690,2157,NA,NA,7042,1504,NA,48045,175,69066,NA,0.753193881,-0.826936206,-14.83045894,NA,NA,9.547092309,3.130398585,Conservative,59.84,12.67,19.32,NA,NA,5.11,0,3.06,40.5,69.5,28661,6070,9254,NA,NA,2446,NA,1464,47895,70587,"Whittingdale, John Flasby",Man,White,"Edwards, Peter William Constantine",Man,White,"O'Connell, Zoe Imogen",Woman,White,"Acevedo, Beverly Frances",Woman,White,NA,NA,NA,NA,NA,NA,"Graves, Robert Ernest Charles",Man,White,4.48,58.67,0.29,0.73,0,6.07,NA,NA,NA,NA,0,7.71,0,0
387,E14000807,Manchester Central,-40.96,1,-1,England,North West,Borough,Labour,13.52937284,61.26491805,4.118594339,NA,NA,11.10277735,8.466612252,1.517725177,47.73554521,52.66270127,6133,27772,1867,NA,NA,5033,3838,NA,45331,229,86078,NA,1.749372835,8.524918047,-22.48140566,NA,NA,9.582777349,6.176612252,Labour,11.78,52.74,26.6,NA,NA,1.52,2.29,4.1,26.1,44.3,4704,21059,10620,NA,NA,607,915,1636,39927,90110,"Wang, Xingang",Man,BME,"Powell, Lucy Maria",Woman,White,"Reid, John Campbell",Man,White,"Power, Myles",Man,White,NA,NA,NA,NA,NA,NA,"Turner-Dave, Kieran",Man,BME,0.42,17.03,2.29,38.26,0,0,NA,NA,NA,NA,0,10.42,0,0.28
